"ID","miR.alias","miR2","miRNA","miRNA.prev"
"MIMAT0005872","hsa-miR-1207-3p;","hsa_miR_1207_3p;","hsa_miR_1207_3p","hsa_miR_1207_3p"
"MIMAT0005873","hsa-miR-1208;","hsa_miR_1208;","hsa_miR_1208","hsa_miR_1208"
"MIMAT0005874","hsa-miR-548e;hsa-miR-548e-3p;","hsa_miR_548e;hsa_miR_548e_3p;","hsa_miR_548e_3p","hsa_miR_548e"
"MIMAT0005875","hsa-miR-548j;hsa-miR-548j-5p;","hsa_miR_548j;hsa_miR_548j_5p;","hsa_miR_548j_5p","hsa_miR_548j"
"MIMAT0005876","hsa-miR-1285;hsa-miR-1285-3p;","hsa_miR_1285;hsa_miR_1285_3p;","hsa_miR_1285_3p","hsa_miR_1285"
"MIMAT0005877","hsa-miR-1286;","hsa_miR_1286;","hsa_miR_1286","hsa_miR_1286"
"MIMAT0005878","hsa-miR-1287;hsa-miR-1287-5p;","hsa_miR_1287;hsa_miR_1287_5p;","hsa_miR_1287_5p","hsa_miR_1287"
"MIMAT0005879","hsa-miR-1289;","hsa_miR_1289;","hsa_miR_1289","hsa_miR_1289"
"MIMAT0005880","hsa-miR-1290;","hsa_miR_1290;","hsa_miR_1290","hsa_miR_1290"
"MIMAT0005881","hsa-miR-1291;","hsa_miR_1291;","hsa_miR_1291","hsa_miR_1291"
"MIMAT0005882","hsa-miR-548k;","hsa_miR_548k;","hsa_miR_548k","hsa_miR_548k"
"MIMAT0005883","hsa-miR-1293;","hsa_miR_1293;","hsa_miR_1293","hsa_miR_1293"
"MIMAT0005884","hsa-miR-1294;","hsa_miR_1294;","hsa_miR_1294","hsa_miR_1294"
"MIMAT0005885","hsa-miR-1295;hsa-miR-1295a;","hsa_miR_1295;hsa_miR_1295a;","hsa_miR_1295a","hsa_miR_1295"
"MIMAT0005886","hsa-miR-1297;","hsa_miR_1297;","hsa_miR_1297","hsa_miR_1297"
"MIMAT0005887","hsa-miR-1299;","hsa_miR_1299;","hsa_miR_1299","hsa_miR_1299"
"MIMAT0005888","hsa-miR-1300;","hsa_miR_1300;","hsa_miR_1300","hsa_miR_1300"
"MIMAT0005889","hsa-miR-548l;","hsa_miR_548l;","hsa_miR_548l","hsa_miR_548l"
"MIMAT0005890","hsa-miR-1302;","hsa_miR_1302;","hsa_miR_1302","hsa_miR_1302"
"MIMAT0005891","hsa-miR-1303;","hsa_miR_1303;","hsa_miR_1303","hsa_miR_1303"
"MIMAT0005892","hsa-miR-1304;hsa-miR-1304-5p;","hsa_miR_1304;hsa_miR_1304_5p;","hsa_miR_1304_5p","hsa_miR_1304"
"MIMAT0005893","hsa-miR-1305;","hsa_miR_1305;","hsa_miR_1305","hsa_miR_1305"
"MIMAT0005894","hsa-miR-1243;","hsa_miR_1243;","hsa_miR_1243","hsa_miR_1243"
"MIMAT0005895","hsa-miR-548f;hsa-miR-548f-3p;","hsa_miR_548f;hsa_miR_548f_3p;","hsa_miR_548f_3p","hsa_miR_548f"
"MIMAT0005896","hsa-miR-1244;","hsa_miR_1244;","hsa_miR_1244","hsa_miR_1244"
"MIMAT0005897","hsa-miR-1245;hsa-miR-1245a;","hsa_miR_1245;hsa_miR_1245a;","hsa_miR_1245a","hsa_miR_1245"
"MIMAT0005898","hsa-miR-1246;","hsa_miR_1246;","hsa_miR_1246","hsa_miR_1246"
"MIMAT0005899","hsa-miR-1247;hsa-miR-1247-5p;","hsa_miR_1247;hsa_miR_1247_5p;","hsa_miR_1247_5p","hsa_miR_1247"
"MIMAT0005900","hsa-miR-1248;","hsa_miR_1248;","hsa_miR_1248","hsa_miR_1248"
"MIMAT0005901","hsa-miR-1249;hsa-miR-1249-3p;","hsa_miR_1249;hsa_miR_1249_3p;","hsa_miR_1249_3p","hsa_miR_1249"
"MIMAT0005902","hsa-miR-1250;hsa-miR-1250-5p;","hsa_miR_1250;hsa_miR_1250_5p;","hsa_miR_1250_5p","hsa_miR_1250"
"MIMAT0005903","hsa-miR-1251;hsa-miR-1251-5p;","hsa_miR_1251;hsa_miR_1251_5p;","hsa_miR_1251_5p","hsa_miR_1251"
"MIMAT0005904","hsa-miR-1253;","hsa_miR_1253;","hsa_miR_1253","hsa_miR_1253"
"MIMAT0005905","hsa-miR-1254;","hsa_miR_1254;","hsa_miR_1254","hsa_miR_1254"
"MIMAT0005906","hsa-miR-1255a;","hsa_miR_1255a;","hsa_miR_1255a","hsa_miR_1255a"
"MIMAT0005907","hsa-miR-1256;","hsa_miR_1256;","hsa_miR_1256","hsa_miR_1256"
"MIMAT0005908","hsa-miR-1257;","hsa_miR_1257;","hsa_miR_1257","hsa_miR_1257"
"MIMAT0005909","hsa-miR-1258;","hsa_miR_1258;","hsa_miR_1258","hsa_miR_1258"
"MIMAT0005910","hsa-miR-1259;","hsa_miR_1259;","hsa_miR_1259","hsa_miR_1259"
"MIMAT0005911","hsa-miR-1260;hsa-miR-1260a;","hsa_miR_1260;hsa_miR_1260a;","hsa_miR_1260a","hsa_miR_1260"
"MIMAT0005912","hsa-miR-548g;hsa-miR-548g-3p;","hsa_miR_548g;hsa_miR_548g_3p;","hsa_miR_548g_3p","hsa_miR_548g"
"MIMAT0005913","hsa-miR-1261;","hsa_miR_1261;","hsa_miR_1261","hsa_miR_1261"
"MIMAT0005914","hsa-miR-1262;","hsa_miR_1262;","hsa_miR_1262","hsa_miR_1262"
"MIMAT0005915","hsa-miR-1263;","hsa_miR_1263;","hsa_miR_1263","hsa_miR_1263"
"MIMAT0005916","hsa-miR-548n;","hsa_miR_548n;","hsa_miR_548n","hsa_miR_548n"
"MIMAT0005917","hsa-miR-548m;","hsa_miR_548m;","hsa_miR_548m","hsa_miR_548m"
"MIMAT0005918","hsa-miR-1265;","hsa_miR_1265;","hsa_miR_1265","hsa_miR_1265"
"MIMAT0005919","hsa-miR-548o;hsa-miR-548o-3p;","hsa_miR_548o;hsa_miR_548o_3p;","hsa_miR_548o_3p","hsa_miR_548o"
"MIMAT0005920","hsa-miR-1266;hsa-miR-1266-5p;","hsa_miR_1266;hsa_miR_1266_5p;","hsa_miR_1266_5p","hsa_miR_1266"
"MIMAT0005921","hsa-miR-1267;","hsa_miR_1267;","hsa_miR_1267","hsa_miR_1267"
"MIMAT0005922","hsa-miR-1268;hsa-miR-1268a;","hsa_miR_1268;hsa_miR_1268a;","hsa_miR_1268a","hsa_miR_1268"
"MIMAT0005923","hsa-miR-1269;hsa-miR-1269a;","hsa_miR_1269;hsa_miR_1269a;","hsa_miR_1269a","hsa_miR_1269"
"MIMAT0005924","hsa-miR-1270;","hsa_miR_1270;","hsa_miR_1270","hsa_miR_1270"
"MIMAT0005925","hsa-miR-1272;","hsa_miR_1272;","hsa_miR_1272","hsa_miR_1272"
"MIMAT0005926","hsa-miR-1273;hsa-miR-1273a;","hsa_miR_1273;hsa_miR_1273a;","hsa_miR_1273a","hsa_miR_1273"
"MIMAT0005927","hsa-miR-1274a;","hsa_miR_1274a;","hsa_miR_1274a","hsa_miR_1274a"
"MIMAT0005928","hsa-miR-548h;hsa-miR-548h-5p;","hsa_miR_548h;hsa_miR_548h_5p;","hsa_miR_548h_5p","hsa_miR_548h"
"MIMAT0005929","hsa-miR-1275;","hsa_miR_1275;","hsa_miR_1275","hsa_miR_1275"
"MIMAT0005930","hsa-miR-1276;","hsa_miR_1276;","hsa_miR_1276","hsa_miR_1276"
"MIMAT0005931","hsa-miR-302e;","hsa_miR_302e;","hsa_miR_302e","hsa_miR_302e"
"MIMAT0005932","hsa-miR-302f;","hsa_miR_302f;","hsa_miR_302f","hsa_miR_302f"
"MIMAT0005933","hsa-miR-1277;hsa-miR-1277-3p;","hsa_miR_1277;hsa_miR_1277_3p;","hsa_miR_1277_3p","hsa_miR_1277"
"MIMAT0005934","hsa-miR-548p;","hsa_miR_548p;","hsa_miR_548p","hsa_miR_548p"
"MIMAT0005935","hsa-miR-548i;","hsa_miR_548i;","hsa_miR_548i","hsa_miR_548i"
"MIMAT0005936","hsa-miR-1278;","hsa_miR_1278;","hsa_miR_1278","hsa_miR_1278"
"MIMAT0005937","hsa-miR-1279;","hsa_miR_1279;","hsa_miR_1279","hsa_miR_1279"
"MIMAT0005938","hsa-miR-1274b;","hsa_miR_1274b;","hsa_miR_1274b","hsa_miR_1274b"
"MIMAT0005939","hsa-miR-1281;","hsa_miR_1281;","hsa_miR_1281","hsa_miR_1281"
"MIMAT0005940","hsa-miR-1282;","hsa_miR_1282;","hsa_miR_1282","hsa_miR_1282"
"MIMAT0005941","hsa-miR-1284;","hsa_miR_1284;","hsa_miR_1284","hsa_miR_1284"
"MIMAT0005942","hsa-miR-1288;hsa-miR-1288-3p;","hsa_miR_1288;hsa_miR_1288_3p;","hsa_miR_1288_3p","hsa_miR_1288"
"MIMAT0005943","hsa-miR-1292;hsa-miR-1292-5p;","hsa_miR_1292;hsa_miR_1292_5p;","hsa_miR_1292_5p","hsa_miR_1292"
"MIMAT0005944","hsa-miR-1252;hsa-miR-1252-5p;","hsa_miR_1252;hsa_miR_1252_5p;","hsa_miR_1252_5p","hsa_miR_1252"
"MIMAT0005945","hsa-miR-1255b;hsa-miR-1255b-5p;","hsa_miR_1255b;hsa_miR_1255b_5p;","hsa_miR_1255b_5p","hsa_miR_1255b"
"MIMAT0005946","hsa-miR-1280;","hsa_miR_1280;","hsa_miR_1280","hsa_miR_1280"
"MIMAT0005947","hsa-miR-1308;","hsa_miR_1308;","hsa_miR_1308","hsa_miR_1308"
"MIMAT0005948","hsa-miR-664*;hsa-miR-664-5p;hsa-miR-664a-5p;","hsa_miR_664*;hsa_miR_664_5p;hsa_miR_664a_5p;","hsa_miR_664a_5p","hsa_miR_664*"
"MIMAT0005949","hsa-miR-664;hsa-miR-664-3p;hsa-miR-664a-3p;","hsa_miR_664;hsa_miR_664_3p;hsa_miR_664a_3p;","hsa_miR_664a_3p","hsa_miR_664"
"MIMAT0005950","hsa-miR-1306;hsa-miR-1306-3p;","hsa_miR_1306;hsa_miR_1306_3p;","hsa_miR_1306_3p","hsa_miR_1306"
"MIMAT0005951","hsa-miR-1307;hsa-miR-1307-3p;","hsa_miR_1307;hsa_miR_1307_3p;","hsa_miR_1307_3p","hsa_miR_1307"
"MIMAT0005952","hsa-miR-1321;","hsa_miR_1321;","hsa_miR_1321","hsa_miR_1321"
"MIMAT0005953","hsa-miR-1322;","hsa_miR_1322;","hsa_miR_1322","hsa_miR_1322"
"MIMAT0005954","hsa-miR-720;","hsa_miR_720;","hsa_miR_720","hsa_miR_720"
"MIMAT0005955","hsa-miR-1197;","hsa_miR_1197;","hsa_miR_1197","hsa_miR_1197"
"MIMAT0005956","hsa-miR-1324;","hsa_miR_1324;","hsa_miR_1324","hsa_miR_1324"
"MIMAT0006764","hsa-miR-320d;","hsa_miR_320d;","hsa_miR_320d","hsa_miR_320d"
"MIMAT0006765","hsa-miR-1825;","hsa_miR_1825;","hsa_miR_1825","hsa_miR_1825"
"MIMAT0006766","hsa-miR-1826;","hsa_miR_1826;","hsa_miR_1826","hsa_miR_1826"
"MIMAT0006767","hsa-miR-1827;","hsa_miR_1827;","hsa_miR_1827","hsa_miR_1827"
"MIMAT0006778","hsa-miR-516a-3p;","hsa_miR_516a_3p;","hsa_miR_516a_3p","hsa_miR_516a_3p"
"MIMAT0006789","hsa-miR-1468;hsa-miR-1468-5p;","hsa_miR_1468;hsa_miR_1468_5p;","hsa_miR_1468_5p","hsa_miR_1468"
"MIMAT0006790","hsa-miR-675b;hsa-miR-675*;hsa-miR-675-3p;","hsa_miR_675b;hsa_miR_675*;hsa_miR_675_3p;","hsa_miR_675_3p","hsa_miR_675b"
"MIMAT0007347","hsa-miR-1469;","hsa_miR_1469;","hsa_miR_1469","hsa_miR_1469"
"MIMAT0007348","hsa-miR-1470;","hsa_miR_1470;","hsa_miR_1470","hsa_miR_1470"
"MIMAT0007349","hsa-miR-1471;","hsa_miR_1471;","hsa_miR_1471","hsa_miR_1471"
"MIMAT0007399","hsa-miR-1537;hsa-miR-1537-3p;","hsa_miR_1537;hsa_miR_1537_3p;","hsa_miR_1537_3p","hsa_miR_1537"
"MIMAT0007400","hsa-miR-1538;","hsa_miR_1538;","hsa_miR_1538","hsa_miR_1538"
"MIMAT0007401","hsa-miR-1539;","hsa_miR_1539;","hsa_miR_1539","hsa_miR_1539"
"MIMAT0007402","hsa-miR-103-as;hsa-miR-103b;","hsa_miR_103_as;hsa_miR_103b;","hsa_miR_103b","hsa_miR_103_as"
"MIMAT0007881","hsa-miR-1908;hsa-miR-1908-5p;","hsa_miR_1908;hsa_miR_1908_5p;","hsa_miR_1908_5p","hsa_miR_1908"
"MIMAT0007882","hsa-miR-1909*;hsa-miR-1909-5p;","hsa_miR_1909*;hsa_miR_1909_5p;","hsa_miR_1909_5p","hsa_miR_1909*"
"MIMAT0007883","hsa-miR-1909;hsa-miR-1909-3p;","hsa_miR_1909;hsa_miR_1909_3p;","hsa_miR_1909_3p","hsa_miR_1909"
"MIMAT0007884","hsa-miR-1910;hsa-miR-1910-5p;","hsa_miR_1910;hsa_miR_1910_5p;","hsa_miR_1910_5p","hsa_miR_1910"
"MIMAT0007885","hsa-miR-1911;hsa-miR-1911-5p;","hsa_miR_1911;hsa_miR_1911_5p;","hsa_miR_1911_5p","hsa_miR_1911"
"MIMAT0007886","hsa-miR-1911*;hsa-miR-1911-3p;","hsa_miR_1911*;hsa_miR_1911_3p;","hsa_miR_1911_3p","hsa_miR_1911*"
"MIMAT0007887","hsa-miR-1912;hsa-miR-1912-3p;","hsa_miR_1912;hsa_miR_1912_3p;","hsa_miR_1912_3p","hsa_miR_1912"
"MIMAT0007888","hsa-miR-1913;","hsa_miR_1913;","hsa_miR_1913","hsa_miR_1913"
"MIMAT0007889","hsa-miR-1914;hsa-miR-1914-5p;","hsa_miR_1914;hsa_miR_1914_5p;","hsa_miR_1914_5p","hsa_miR_1914"
"MIMAT0007890","hsa-miR-1914*;hsa-miR-1914-3p;","hsa_miR_1914*;hsa_miR_1914_3p;","hsa_miR_1914_3p","hsa_miR_1914*"
"MIMAT0007891","hsa-miR-1915*;hsa-miR-1915-5p;","hsa_miR_1915*;hsa_miR_1915_5p;","hsa_miR_1915_5p","hsa_miR_1915*"
"MIMAT0007892","hsa-miR-1915;hsa-miR-1915-3p;","hsa_miR_1915;hsa_miR_1915_3p;","hsa_miR_1915_3p","hsa_miR_1915"
"MIMAT0009196","hsa-miR-103-2*;hsa-miR-103a-2*;hsa-miR-103a-2-5p;","hsa_miR_103_2*;hsa_miR_103a_2*;hsa_miR_103a_2_5p;","hsa_miR_103a_2_5p","hsa_miR_103_2*"
"MIMAT0009197","hsa-miR-205*;hsa-miR-205-3p;","hsa_miR_205*;hsa_miR_205_3p;","hsa_miR_205_3p","hsa_miR_205*"
"MIMAT0009198","hsa-miR-224*;hsa-miR-224-3p;","hsa_miR_224*;hsa_miR_224_3p;","hsa_miR_224_3p","hsa_miR_224*"
"MIMAT0009199","hsa-miR-365*;hsa-miR-365a-5p;","hsa_miR_365*;hsa_miR_365a_5p;","hsa_miR_365a_5p","hsa_miR_365*"
"MIMAT0009201","hsa-miR-196b*;hsa-miR-196b-3p;","hsa_miR_196b*;hsa_miR_196b_3p;","hsa_miR_196b_3p","hsa_miR_196b*"
"MIMAT0009203","hsa-miR-449b*;hsa-miR-449b-3p;","hsa_miR_449b*;hsa_miR_449b_3p;","hsa_miR_449b_3p","hsa_miR_449b*"
"MIMAT0009206","hsa-miR-2113;","hsa_miR_2113;","hsa_miR_2113","hsa_miR_2113"
"MIMAT0009447","hsa-miR-1972;","hsa_miR_1972;","hsa_miR_1972","hsa_miR_1972"
"MIMAT0009448","hsa-miR-1973;","hsa_miR_1973;","hsa_miR_1973","hsa_miR_1973"
"MIMAT0009449","hsa-miR-1974;","hsa_miR_1974;","hsa_miR_1974","hsa_miR_1974"
"MIMAT0009450","hsa-miR-1975;","hsa_miR_1975;","hsa_miR_1975","hsa_miR_1975"
"MIMAT0009451","hsa-miR-1976;","hsa_miR_1976;","hsa_miR_1976","hsa_miR_1976"
"MIMAT0009452","hsa-miR-1977;","hsa_miR_1977;","hsa_miR_1977","hsa_miR_1977"
"MIMAT0009453","hsa-miR-1978;","hsa_miR_1978;","hsa_miR_1978","hsa_miR_1978"
"MIMAT0009454","hsa-miR-1979;","hsa_miR_1979;","hsa_miR_1979","hsa_miR_1979"
"MIMAT0009977","hsa-miR-2052;","hsa_miR_2052;","hsa_miR_2052","hsa_miR_2052"
"MIMAT0009978","hsa-miR-2053;","hsa_miR_2053;","hsa_miR_2053","hsa_miR_2053"
"MIMAT0009979","hsa-miR-2054;","hsa_miR_2054;","hsa_miR_2054","hsa_miR_2054"
"MIMAT0010133","hsa-miR-2110;","hsa_miR_2110;","hsa_miR_2110","hsa_miR_2110"
"MIMAT0010195","hsa-let-7a-2*;hsa-let-7a-2-3p;","hsa_let_7a_2*;hsa_let_7a_2_3p;","hsa_let_7a_2_3p","hsa_let_7a_2*"
"MIMAT0010214","hsa-miR-151b;","hsa_miR_151b;","hsa_miR_151b","hsa_miR_151b"
"MIMAT0010251","hsa-miR-449c;hsa-miR-449c-5p;","hsa_miR_449c;hsa_miR_449c_5p;","hsa_miR_449c_5p","hsa_miR_449c"
"MIMAT0010313","hsa-miR-762;","hsa_miR_762;","hsa_miR_762","hsa_miR_762"
"MIMAT0010357","hsa-miR-670;hsa-miR-670-5p;","hsa_miR_670;hsa_miR_670_5p;","hsa_miR_670_5p","hsa_miR_670"
"MIMAT0010364","hsa-miR-761;","hsa_miR_761;","hsa_miR_761","hsa_miR_761"
"MIMAT0010367","hsa-miR-764;","hsa_miR_764;","hsa_miR_764","hsa_miR_764"
"MIMAT0010497","hsa-miR-759;","hsa_miR_759;","hsa_miR_759","hsa_miR_759"
"MIMAT0011156","hsa-miR-2114;hsa-miR-2114-5p;","hsa_miR_2114;hsa_miR_2114_5p;","hsa_miR_2114_5p","hsa_miR_2114"
"MIMAT0011157","hsa-miR-2114*;hsa-miR-2114-3p;","hsa_miR_2114*;hsa_miR_2114_3p;","hsa_miR_2114_3p","hsa_miR_2114*"
"MIMAT0011158","hsa-miR-2115;hsa-miR-2115-5p;","hsa_miR_2115;hsa_miR_2115_5p;","hsa_miR_2115_5p","hsa_miR_2115"
"MIMAT0011159","hsa-miR-2115*;hsa-miR-2115-3p;","hsa_miR_2115*;hsa_miR_2115_3p;","hsa_miR_2115_3p","hsa_miR_2115*"
"MIMAT0011160","hsa-miR-2116;hsa-miR-2116-5p;","hsa_miR_2116;hsa_miR_2116_5p;","hsa_miR_2116_5p","hsa_miR_2116"
"MIMAT0011161","hsa-miR-2116*;hsa-miR-2116-3p;","hsa_miR_2116*;hsa_miR_2116_3p;","hsa_miR_2116_3p","hsa_miR_2116*"
"MIMAT0011162","hsa-miR-2117;","hsa_miR_2117;","hsa_miR_2117","hsa_miR_2117"
"MIMAT0011163","hsa-miR-548q;","hsa_miR_548q;","hsa_miR_548q","hsa_miR_548q"
"MIMAT0011775","hsa-miR-2276;hsa-miR-2276-3p;","hsa_miR_2276;hsa_miR_2276_3p;","hsa_miR_2276_3p","hsa_miR_2276"
"MIMAT0011777","hsa-miR-2277;hsa-miR-2277-3p;","hsa_miR_2277;hsa_miR_2277_3p;","hsa_miR_2277_3p","hsa_miR_2277"
"MIMAT0011778","hsa-miR-2278;","hsa_miR_2278;","hsa_miR_2278","hsa_miR_2278"
"MIMAT0012734","hsa-miR-711;","hsa_miR_711;","hsa_miR_711","hsa_miR_711"
"MIMAT0012735","hsa-miR-718;","hsa_miR_718;","hsa_miR_718","hsa_miR_718"
"MIMAT0013515","hsa-miR-2681*;hsa-miR-2681-5p;","hsa_miR_2681*;hsa_miR_2681_5p;","hsa_miR_2681_5p","hsa_miR_2681*"
"MIMAT0013516","hsa-miR-2681;hsa-miR-2681-3p;","hsa_miR_2681;hsa_miR_2681_3p;","hsa_miR_2681_3p","hsa_miR_2681"
"MIMAT0013517","hsa-miR-2682;hsa-miR-2682-5p;","hsa_miR_2682;hsa_miR_2682_5p;","hsa_miR_2682_5p","hsa_miR_2682"
"MIMAT0013518","hsa-miR-2682*;hsa-miR-2682-3p;","hsa_miR_2682*;hsa_miR_2682_3p;","hsa_miR_2682_3p","hsa_miR_2682*"
"MIMAT0013771","hsa-miR-449c*;hsa-miR-449c-3p;","hsa_miR_449c*;hsa_miR_449c_3p;","hsa_miR_449c_3p","hsa_miR_449c*"
"MIMAT0013802","hsa-miR-2861;","hsa_miR_2861;","hsa_miR_2861","hsa_miR_2861"
"MIMAT0013863","hsa-miR-2909;","hsa_miR_2909;","hsa_miR_2909","hsa_miR_2909"
"MIMAT0014977","hsa-miR-3115;","hsa_miR_3115;","hsa_miR_3115","hsa_miR_3115"
"MIMAT0014978","hsa-miR-3116;","hsa_miR_3116;","hsa_miR_3116","hsa_miR_3116"
"MIMAT0014979","hsa-miR-3117;hsa-miR-3117-3p;","hsa_miR_3117;hsa_miR_3117_3p;","hsa_miR_3117_3p","hsa_miR_3117"
"MIMAT0014980","hsa-miR-3118;","hsa_miR_3118;","hsa_miR_3118","hsa_miR_3118"
"MIMAT0014981","hsa-miR-3119;","hsa_miR_3119;","hsa_miR_3119","hsa_miR_3119"
"MIMAT0014982","hsa-miR-3120;hsa-miR-3120-3p;","hsa_miR_3120;hsa_miR_3120_3p;","hsa_miR_3120_3p","hsa_miR_3120"
"MIMAT0014983","hsa-miR-3121;hsa-miR-3121-3p;","hsa_miR_3121;hsa_miR_3121_3p;","hsa_miR_3121_3p","hsa_miR_3121"
"MIMAT0014984","hsa-miR-3122;","hsa_miR_3122;","hsa_miR_3122","hsa_miR_3122"
"MIMAT0014985","hsa-miR-3123;","hsa_miR_3123;","hsa_miR_3123","hsa_miR_3123"
"MIMAT0014986","hsa-miR-3124;hsa-miR-3124-5p;","hsa_miR_3124;hsa_miR_3124_5p;","hsa_miR_3124_5p","hsa_miR_3124"
"MIMAT0014987","hsa-miR-548s;","hsa_miR_548s;","hsa_miR_548s","hsa_miR_548s"
"MIMAT0014988","hsa-miR-3125;","hsa_miR_3125;","hsa_miR_3125","hsa_miR_3125"
"MIMAT0014989","hsa-miR-3126-5p;","hsa_miR_3126_5p;","hsa_miR_3126_5p","hsa_miR_3126_5p"
"MIMAT0014990","hsa-miR-3127;hsa-miR-3127-5p;","hsa_miR_3127;hsa_miR_3127_5p;","hsa_miR_3127_5p","hsa_miR_3127"
"MIMAT0014991","hsa-miR-3128;","hsa_miR_3128;","hsa_miR_3128","hsa_miR_3128"
"MIMAT0014992","hsa-miR-3129;hsa-miR-3129-5p;","hsa_miR_3129;hsa_miR_3129_5p;","hsa_miR_3129_5p","hsa_miR_3129"
"MIMAT0014994","hsa-miR-3130-3p;","hsa_miR_3130_3p;","hsa_miR_3130_3p","hsa_miR_3130_3p"
"MIMAT0014995","hsa-miR-3130-5p;","hsa_miR_3130_5p;","hsa_miR_3130_5p","hsa_miR_3130_5p"
"MIMAT0014996","hsa-miR-3131;","hsa_miR_3131;","hsa_miR_3131","hsa_miR_3131"
"MIMAT0014997","hsa-miR-3132;","hsa_miR_3132;","hsa_miR_3132","hsa_miR_3132"
"MIMAT0014998","hsa-miR-3133;","hsa_miR_3133;","hsa_miR_3133","hsa_miR_3133"
"MIMAT0014999","hsa-miR-378b;","hsa_miR_378b;","hsa_miR_378b","hsa_miR_378b"
"MIMAT0015000","hsa-miR-3134;","hsa_miR_3134;","hsa_miR_3134","hsa_miR_3134"
"MIMAT0015001","hsa-miR-3135;hsa-miR-3135a;","hsa_miR_3135;hsa_miR_3135a;","hsa_miR_3135a","hsa_miR_3135"
"MIMAT0015002","hsa-miR-466;","hsa_miR_466;","hsa_miR_466","hsa_miR_466"
"MIMAT0015003","hsa-miR-3136;hsa-miR-3136-5p;","hsa_miR_3136;hsa_miR_3136_5p;","hsa_miR_3136_5p","hsa_miR_3136"
"MIMAT0015004","hsa-miR-544b;","hsa_miR_544b;","hsa_miR_544b","hsa_miR_544b"
"MIMAT0015005","hsa-miR-3137;","hsa_miR_3137;","hsa_miR_3137","hsa_miR_3137"
"MIMAT0015006","hsa-miR-3138;","hsa_miR_3138;","hsa_miR_3138","hsa_miR_3138"
"MIMAT0015007","hsa-miR-3139;","hsa_miR_3139;","hsa_miR_3139","hsa_miR_3139"
"MIMAT0015008","hsa-miR-3140;hsa-miR-3140-3p;","hsa_miR_3140;hsa_miR_3140_3p;","hsa_miR_3140_3p","hsa_miR_3140"
"MIMAT0015009","hsa-miR-548t;hsa-miR-548t-5p;","hsa_miR_548t;hsa_miR_548t_5p;","hsa_miR_548t_5p","hsa_miR_548t"
"MIMAT0015010","hsa-miR-3141;","hsa_miR_3141;","hsa_miR_3141","hsa_miR_3141"
"MIMAT0015011","hsa-miR-3142;","hsa_miR_3142;","hsa_miR_3142","hsa_miR_3142"
"MIMAT0015012","hsa-miR-3143;","hsa_miR_3143;","hsa_miR_3143","hsa_miR_3143"
"MIMAT0015013","hsa-miR-548u;","hsa_miR_548u;","hsa_miR_548u","hsa_miR_548u"
"MIMAT0015014","hsa-miR-3144-5p;","hsa_miR_3144_5p;","hsa_miR_3144_5p","hsa_miR_3144_5p"
"MIMAT0015015","hsa-miR-3144-3p;","hsa_miR_3144_3p;","hsa_miR_3144_3p","hsa_miR_3144_3p"
"MIMAT0015016","hsa-miR-3145;hsa-miR-3145-3p;","hsa_miR_3145;hsa_miR_3145_3p;","hsa_miR_3145_3p","hsa_miR_3145"
"MIMAT0015017","hsa-miR-1273c;","hsa_miR_1273c;","hsa_miR_1273c","hsa_miR_1273c"
"MIMAT0015018","hsa-miR-3146;","hsa_miR_3146;","hsa_miR_3146","hsa_miR_3146"
"MIMAT0015019","hsa-miR-3147;","hsa_miR_3147;","hsa_miR_3147","hsa_miR_3147"
"MIMAT0015020","hsa-miR-548v;","hsa_miR_548v;","hsa_miR_548v","hsa_miR_548v"
"MIMAT0015021","hsa-miR-3148;","hsa_miR_3148;","hsa_miR_3148","hsa_miR_3148"
"MIMAT0015022","hsa-miR-3149;","hsa_miR_3149;","hsa_miR_3149","hsa_miR_3149"
"MIMAT0015023","hsa-miR-3150;hsa-miR-3150a-3p;","hsa_miR_3150;hsa_miR_3150a_3p;","hsa_miR_3150a_3p","hsa_miR_3150"
"MIMAT0015024","hsa-miR-3151;hsa-miR-3151-5p;","hsa_miR_3151;hsa_miR_3151_5p;","hsa_miR_3151_5p","hsa_miR_3151"
"MIMAT0015025","hsa-miR-3152;hsa-miR-3152-3p;","hsa_miR_3152;hsa_miR_3152_3p;","hsa_miR_3152_3p","hsa_miR_3152"
"MIMAT0015026","hsa-miR-3153;","hsa_miR_3153;","hsa_miR_3153","hsa_miR_3153"
"MIMAT0015027","hsa-miR-3074;hsa-miR-3074-3p;","hsa_miR_3074;hsa_miR_3074_3p;","hsa_miR_3074_3p","hsa_miR_3074"
"MIMAT0015028","hsa-miR-3154;","hsa_miR_3154;","hsa_miR_3154","hsa_miR_3154"
"MIMAT0015029","hsa-miR-3155;hsa-miR-3155a;","hsa_miR_3155;hsa_miR_3155a;","hsa_miR_3155a","hsa_miR_3155"
"MIMAT0015030","hsa-miR-3156;hsa-miR-3156-5p;","hsa_miR_3156;hsa_miR_3156_5p;","hsa_miR_3156_5p","hsa_miR_3156"
"MIMAT0015031","hsa-miR-3157;hsa-miR-3157-5p;","hsa_miR_3157;hsa_miR_3157_5p;","hsa_miR_3157_5p","hsa_miR_3157"
"MIMAT0015032","hsa-miR-3158;hsa-miR-3158-3p;","hsa_miR_3158;hsa_miR_3158_3p;","hsa_miR_3158_3p","hsa_miR_3158"
"MIMAT0015033","hsa-miR-3159;","hsa_miR_3159;","hsa_miR_3159","hsa_miR_3159"
