miRNA,patient2_platelets,patient3_platelets,patient4_platelets,patient5_platelets,patient6_platelets,patient8_platelets,patient9_platelets,patient10_platelets,patient11_platelets,patient12_platelets,patient13_platelets,patient15_platelets,patient16_platelets,patient17_platelets,patient18_platelets,patient19_platelets,patient20_platelets,patient21_platelets,patient14_platelets,patient7a_platelets,patient7b_platelets,patient7c_platelets,control1_platelets,control2_platelets,control3_platelets,control4_platelets,control5_platelets,control6_platelets,control7_platelets,control8_platelets,control10_platelets,control11_platelets,control12_platelets,control13_platelets,control14_platelets,control15_platelets,control16_platelets,control17_platelets,control18_platelets,control20_platelets,control19_platelets,control9a_platelets,control9b_platelets,control9c_platelets,patient2_Microvesicles,patient3_Microvesicles,patient4_Microvesicles,patient5_Microvesicles,patient6_Microvesicles,patient8_Microvesicles,patient9_Microvesicles,patient10_Microvesicles,patient11_Microvesicles,patient12_Microvesicles,patient13_Microvesicles,patient15_Microvesicles,patient16_Microvesicles,patient17_Microvesicles,patient18_Microvesicles,patient19_Microvesicles,patient20_Microvesicles,patient21_Microvesicles,patient14_Microvesicles,patient7a_Microvesicles,patient7b_Microvesicles,patient7c_Microvesicles,control1_Microvesicles,control2_Microvesicles,control3_Microvesicles,control4_Microvesicles,control5_Microvesicles,control6_Microvesicles,control7_Microvesicles,control8_Microvesicles,control10_Microvesicles,control11_Microvesicles,control12_Microvesicles,control13_Microvesicles,control14_Microvesicles,control15_Microvesicles,control16_Microvesicles,control17_Microvesicles,control18_Microvesicles,control20_Microvesicles,control19_Microvesicles,control9a_Microvesicles,control9b_Microvesicles,control9c_Microvesicles,patient2_PBMC,patient3_PBMC,patient4_PBMC,patient5_PBMC,patient6_PBMC,patient8_PBMC,patient9_PBMC,patient10_PBMC,patient11_PBMC,patient12_PBMC,patient13_PBMC,patient15_PBMC,patient16_PBMC,patient17_PBMC,patient18_PBMC,patient19_PBMC,patient20_PBMC,patient21_PBMC,patient14_PBMC,patient7a_PBMC,patient7b_PBMC,patient7c_PBMC,control1_PBMC,control2_PBMC,control3_PBMC,control4_PBMC,control5_PBMC,control6_PBMC,control7_PBMC,control8_PBMC,control10_PBMC,control11_PBMC,control12_PBMC,control13_PBMC,control14_PBMC,control15_PBMC,control16_PBMC,control17_PBMC,control18_PBMC,control20_PBMC,control19_PBMC,control9a_PBMC,control9b_PBMC,control9c_PBMC
hsa-miR-31-star,4.943684,5.46272,5.724177,6.469978,5.647096,4.662452,4.531895,5.737992,5.46699,4.772246,5.757733,5.225595,5.065335,5.919392,5.780605,5.780956,5.730449,5.146366,5.162026,5.415694,5.702271,5.324153,5.496963,5.916134,5.638259,4.871404,5.114121,6.29093,3.925243,4.860054,5.354511,6.305364,4.035668,6.357121,2.96894,5.407554,4.13674,5.223209,5.584049,4.268303,5.202988,5.160976,4.82753,5.153565,4.295067,4.01622,3.570026,4.140486,3.794494,4.0198,4.046842,4.422754,4.450248,4.243884,4.067253,4.260002,4.076417,4.007881,4.165743,4.532696,5.293398,4.528912,3.804988,4.159261,4.06316,3.792176,3.813768,4.117075,4.20119,4.615363,3.795498,4.215884,3.601578,4.267548,4.460825,3.673037,4.016813,3.827466,4.11813,3.859992,3.968391,3.681195,3.915382,4.062654,4.062188,4.717944,3.812883,4.079597,5.498584,6.037895,4.121104,6.143494,6.665167,5.608581,5.889032,5.992179,4.47542,5.557745,5.246493,5.548236,5.68123,6.009574,5.75174,5.996786,6.186286,6.648279,5.372429,6.042165,5.914696,5.476381,6.287972,5.903182,6.504797,6.318138,5.945053,6.955724,6.926333,5.648863,5.197314,6.785079,5.517974,6.083668,5.161506,5.33873,5.210447,6.4413,6.534275,5.204028,6.607553,6.081053,5.254615,5.434189
hsa-miR-31,10.75833,10.21831,11.58284,13.13645,11.12609,10.37719,9.989501,11.60944,11.72297,10.78156,12.77074,10.60932,9.20643,11.29505,10.6479,11.20074,11.14551,10.83898,11.74741,11.19506,11.10824,11.32885,10.52109,9.799108,10.94156,10.27856,10.43817,11.1004,10.18031,9.699606,9.624552,11.36862,10.07426,11.59594,9.776262,10.14874,8.674515,10.68615,10.69445,8.320333,10.32695,9.726431,9.70108,9.535101,4.888758,4.375829,4.281028,4.536514,4.755262,4.449354,5.515045,5.045719,4.740419,4.331693,4.198867,5.226184,4.386786,4.606631,6.106956,3.806597,3.980082,4.641711,4.362175,5.02086,3.913545,3.903648,4.262727,4.495395,3.640661,3.871468,4.686381,4.337382,4.79767,4.766996,4.223701,4.373503,3.87506,4.356988,3.623592,3.979006,3.593694,4.081361,4.334538,3.612452,6.230423,4.060555,3.913418,4.247314,11.48746,11.65071,11.58425,12.36042,12.38362,11.31853,11.25218,11.6287,11.48142,11.4326,10.7642,11.96781,11.45547,12.31621,12.55292,12.10482,12.19693,12.05406,11.91354,11.38896,11.49385,11.62822,11.70379,11.7974,12.69117,12.16343,12.65097,12.94383,12.21722,11.63902,11.84414,12.20372,11.31945,12.36393,11.16716,12.43236,10.89441,12.43592,12.49543,11.38021,12.76909,11.64591,11.57123,11.63065
hsa-miR-32-star,5.499613,5.073117,4.675953,4.938451,5.495118,4.893171,5.261607,5.387017,4.287171,4.988468,4.763981,5.519603,5.627504,5.204507,5.165333,5.148493,4.90747,4.760767,4.25743,5.09399,5.370146,4.549495,5.898057,5.361214,5.27747,4.76608,5.867914,4.843102,5.306373,5.22009,5.405862,5.327648,4.511844,4.861452,4.713836,5.268389,5.594811,4.964092,5.602662,5.66117,5.104532,5.03487,5.501107,5.335277,3.825825,3.963901,3.713595,3.990519,4.171935,3.977274,4.013211,3.544879,3.855023,3.642034,4.250631,3.732962,3.598678,3.340948,4.001906,4.288718,4.029808,4.269579,3.742089,3.557765,3.735598,3.73421,3.758083,3.445539,3.936279,4.274569,3.620971,4.153748,4.132488,3.797112,3.796849,4.184553,3.896153,3.931318,3.979885,3.85635,4.15487,3.892372,3.91332,4.261129,3.914359,3.643463,3.913418,4.083735,4.007658,4.864231,4.304603,4.539272,4.16467,3.959676,4.960251,3.840857,4.400076,4.769647,4.699637,3.937049,5.402168,5.183442,4.091397,5.795325,4.396422,4.906258,5.40863,5.064937,5.202549,5.025481,5.01121,4.598317,4.683297,4.889612,5.146798,4.390265,5.070589,5.300252,4.787399,4.441105,4.728148,5.073589,5.557057,4.256817,5.343329,4.24193,4.744544,5.637921,5.105231,5.550731,4.353579,5.021216
hsa-miR-320a,14.3197,13.88785,14.25331,14.01863,14.29175,14.60438,14.24902,13.93268,13.89865,14.26121,14.03001,14.38196,14.39451,14.25113,14.24538,14.24032,14.65992,14.42525,14.20928,14.11247,13.78359,14.07598,14.20713,14.16081,14.04104,14.13724,14.11427,14.24259,14.73867,14.36674,14.28041,13.67783,14.41127,13.74973,14.86287,13.83683,14.38266,13.9275,13.92848,14.37554,14.84126,13.79291,13.93026,13.43155,7.454612,6.654368,7.680732,8.800792,9.079314,8.376695,8.209324,7.947963,7.768556,7.142744,7.458116,7.705488,8.806476,8.584308,8.636147,8.569795,8.754553,8.462283,8.200485,8.601373,7.833123,8.775473,7.705477,6.42588,7.300809,5.862152,8.903653,7.825781,8.400406,8.309163,7.557705,7.478139,8.441151,8.893721,8.518787,7.699628,8.345448,8.150813,7.770106,8.476832,8.767692,8.570822,8.67183,8.217999,13.78678,13.05612,13.9406,13.50047,13.59779,13.51054,13.37184,13.31964,13.77976,13.74535,13.57648,13.88515,13.59561,13.94197,13.57912,13.50241,13.57014,13.34124,13.83011,13.05773,13.14604,13.41903,12.95397,13.30765,13.34389,13.30655,13.89125,13.77713,13.12643,13.33759,13.69041,13.30576,13.38973,13.60223,13.44184,13.47991,12.81644,13.44671,13.48812,13.31605,13.60213,13.54989,13.43724,13.68618
hsa-miR-320b,14.32185,13.86874,14.22912,13.95727,14.22407,14.52961,14.25102,13.92548,13.91354,14.31321,14.01261,14.33891,14.38402,14.27119,14.24516,14.17505,14.59783,14.38893,14.12848,14.06109,13.76891,14.07281,14.21231,14.1331,14.04106,14.17197,14.12799,14.20334,14.73516,14.32015,14.29142,13.64929,14.40897,13.72452,14.83844,13.87125,14.40087,13.91228,13.9424,14.38095,14.8573,13.79382,13.9402,13.41822,8.002363,7.924093,6.588108,8.540204,8.731819,7.259618,8.221587,8.06652,8.260694,7.375213,7.837767,8.076755,8.030776,8.400909,8.696264,8.37619,8.131695,8.300932,6.270271,8.501961,8.252951,8.27459,7.588134,7.885882,6.58964,5.515892,8.784531,7.449909,8.694953,8.323072,8.124847,7.330559,9.047449,8.457965,8.371601,8.199145,8.338201,8.129859,8.37147,7.939451,8.720371,8.302928,9.151064,8.311021,13.76386,13.06405,13.88792,13.54723,13.60568,13.52675,13.45773,13.32538,13.82527,13.76508,13.52536,13.8562,13.59786,13.91548,13.56814,13.54335,13.51811,13.3681,13.83937,13.09858,13.22619,13.37704,12.97066,13.29168,13.32373,13.26517,13.8934,13.77374,13.1123,13.33887,13.71471,13.27917,13.35241,13.60161,13.42314,13.49543,12.84633,13.46182,13.45093,13.31808,13.53834,13.53267,13.42495,13.63927
hsa-miR-320c,14.27965,13.81275,14.18573,13.82087,14.16792,14.46736,14.15795,13.84005,13.75064,14.18998,13.85329,14.25138,14.22367,14.15792,14.08258,14.13763,14.49559,14.33433,14.087,13.99434,13.6995,13.94059,14.15183,14.11277,13.94811,13.99741,14.0577,14.17428,14.66422,14.25627,14.20572,13.63308,14.37375,13.71114,14.76619,13.75909,14.35658,13.89692,13.87329,14.32338,14.76606,13.62777,13.84743,13.41568,6.784801,7.517447,7.270427,8.39303,8.587134,6.898782,8.123364,7.740465,8.357962,7.180372,7.131467,7.244363,8.058049,7.354595,8.526551,8.468443,8.06785,8.544646,7.269895,8.114206,7.961259,7.384454,7.890288,6.697079,6.789764,6.565106,8.47922,8.445547,8.152349,8.229359,7.180686,7.515499,8.828406,8.431269,8.377014,8.090374,8.338739,7.563062,8.104325,7.215848,8.696931,7.963529,8.308537,8.063646,13.63289,13.02397,13.81951,13.43459,13.52479,13.374,13.36038,13.14158,13.68027,13.64059,13.46611,13.83631,13.54174,13.70649,13.50659,13.44647,13.47993,13.27044,13.74597,13.00094,13.12211,13.36938,12.90093,13.25669,13.25407,13.20639,13.77001,13.68594,13.05609,13.23521,13.49677,13.24941,13.30484,13.55182,13.40704,13.34013,12.71486,13.3603,13.31666,13.22017,13.48439,13.47826,13.34002,13.56211
hsa-miR-320d,13.57507,13.25062,13.41176,13.15825,13.26626,13.305,13.37152,13.22491,13.19237,13.64088,13.21035,13.09599,13.67831,13.39007,13.28179,13.42353,13.66487,13.36907,13.28999,13.13718,13.00284,12.9746,13.58476,13.23138,13.49436,13.48399,13.31658,13.33085,14.13111,13.40913,13.81924,13.10777,13.86738,13.16878,14.22634,13.42662,13.94049,13.40977,13.41488,14.01913,14.25683,13.08965,12.97692,12.98619,6.103292,6.261107,4.330939,6.719946,7.510451,4.364438,7.561938,5.12511,5.062518,5.28231,5.390064,5.664384,6.496555,5.653028,7.869085,5.329822,6.307054,6.366689,5.114873,7.095864,4.579326,6.967294,5.806842,6.390547,4.730226,4.417259,7.079666,5.164629,6.274854,4.558862,7.069889,5.388142,6.826887,6.24581,7.570572,6.77094,7.359403,7.787266,6.237633,5.994826,7.646137,6.290993,7.130891,7.093071,12.66767,12.40556,12.82482,12.5057,12.53831,12.75238,12.78268,12.64959,12.97421,12.7689,12.71878,12.59261,12.69251,12.87539,12.50367,12.54348,12.73239,12.39923,12.92002,12.43613,12.48585,12.47058,12.2002,12.44224,12.4955,12.42957,12.65903,12.42109,12.47454,12.3636,12.49642,12.37166,12.43758,12.63627,12.44022,12.46772,12.29266,12.4782,12.64705,12.43735,12.62805,12.25179,12.34117,12.40687
hsa-miR-323-3p,4.877993,5.678105,4.61718,5.40216,6.027544,5.979151,5.319846,5.938136,4.811742,5.963863,4.848339,6.130442,6.20195,6.663312,6.26145,6.290272,5.787125,5.451653,5.975946,6.492117,6.499689,6.513418,4.263964,4.556478,6.447015,5.563653,6.40715,5.861162,6.254769,4.388329,5.406298,6.525237,6.375517,6.430377,4.467753,6.733204,4.670783,5.398211,6.48735,4.313573,3.373669,5.543143,5.809373,5.713677,4.324298,4.219697,4.583367,3.8778,4.040735,4.153892,3.718661,3.946457,3.855023,3.520257,4.051328,4.170541,4.238637,4.579983,3.79875,4.261463,4.507786,3.839817,3.742409,3.929178,4.054872,4.525618,3.703707,4.103315,3.640661,3.693095,4.081124,4.052336,3.999858,4.689565,4.521796,4.589877,4.35259,4.150329,4.055103,3.739378,3.760154,4.170002,3.909851,4.166954,4.106887,4.109527,4.278431,3.890987,4.007116,4.64329,5.032015,4.445704,3.739461,4.558365,4.266735,4.027006,4.754361,4.699248,4.855479,4.617367,4.752,4.452075,4.866578,4.437284,4.139951,3.795877,5.12516,4.150216,4.970716,4.642263,4.266085,4.628897,4.956594,4.314109,4.865606,4.640661,5.156905,3.953992,4.335469,4.938097,4.846015,4.975031,4.542663,4.216037,3.637309,3.485633,4.915699,3.954005,4.092081,4.274215,3.141664,3.950715
hsa-miR-323-5p,3.094005,4.711794,3.61471,2.919966,3.881152,3.635535,4.337244,3.924425,3.094076,3.002685,3.26274,4.669726,4.277986,4.727479,3.938604,4.3382,4.60969,3.960434,2.936126,3.360604,4.368762,3.638348,4.066913,4.171471,3.780942,5.109733,4.591583,4.085199,4.743979,3.338057,4.262969,4.008909,5.447851,4.265989,4.213428,4.324449,4.011658,4.491458,4.453587,2.291465,3.135265,3.744314,3.962876,4.823961,3.981066,3.906883,4.036503,3.65213,3.364966,2.891559,2.875969,3.084028,4.637608,3.520257,3.444183,4.507419,4.32557,3.341498,2.429761,4.472044,3.513305,3.976247,3.804988,3.158309,2.993734,3.86411,3.760932,3.797616,3.588591,3.499042,3.029996,3.334936,3.543892,3.812548,2.996554,3.805758,3.716528,3.494875,4.109551,3.492051,3.120922,3.840912,3.426481,3.674329,4.201128,4.102511,3.918068,3.732509,4.175153,2.4709,4.022732,2.438781,3.073057,2.655061,3.275674,3.852,0.7172677,3.329073,3.892482,2.632714,3.822134,3.136597,3.319699,3.375723,3.419563,4.252486,3.104247,0.9210086,3.940898,0.7737209,3.991555,2.842707,3.579507,3.322269,1.80745,3.721308,4.112188,0.6230932,3.846592,4.009365,3.705604,3.810412,3.858107,3.740009,1.841282,3.07695,4.268146,1.014024,2.205683,2.907641,2.696863,4.599854
hsa-miR-324-3p,10.69595,10.04552,10.34961,10.01315,10.59256,11.05499,11.09462,10.46202,10.24362,10.11752,10.28694,10.99985,10.91675,10.66314,11.14201,10.36656,10.6244,10.75873,10.119,10.3247,10.50012,10.58609,10.63009,10.70328,10.7302,10.67215,10.86321,10.32253,10.52161,10.54885,10.39703,9.761108,10.43731,10.10069,10.80337,10.31063,10.71651,10.04826,10.5573,11.12114,10.51828,10.63907,10.66335,10.38886,4.909345,5.204515,5.599136,4.696752,4.908988,3.969278,5.183718,4.537893,4.824024,4.061563,4.250631,4.662942,4.536856,4.541749,5.280306,3.890879,4.328028,4.288167,4.290676,4.244915,4.755068,4.902628,5.444187,4.35642,3.706373,4.583875,4.97548,4.66453,5.676649,5.144373,5.66981,5.456458,4.644392,4.781601,5.077746,4.2254,4.015475,5.253275,4.206455,5.727543,5.341733,4.496021,5.596408,4.488237,9.896111,9.690887,9.893363,9.491203,9.086718,9.768875,9.700866,9.512164,9.951979,9.88603,9.928877,9.959942,9.947587,9.48578,9.977296,9.692715,9.540715,9.587831,9.520489,9.57865,9.727355,9.546259,9.252602,9.69298,9.563149,9.778149,9.961144,9.671935,9.547471,9.678691,10.12494,9.477973,9.67156,9.489687,9.858568,10.02106,9.283894,9.740095,10.06279,10.06542,9.515536,9.768277,9.777724,9.853068
hsa-miR-324-5p,11.01793,10.27051,10.20366,10.59741,11.503,10.54233,11.92516,10.59775,9.643028,8.924251,10.29996,11.71039,11.19039,11.39769,10.94023,10.72104,11.40681,10.40834,9.445761,10.64141,10.69994,10.68481,10.87219,11.00925,10.75655,10.63951,11.21793,10.81096,10.67208,10.74681,10.47062,10.53859,10.44757,10.82495,10.94148,10.94762,10.71048,10.78728,11.29931,11.43552,10.74542,11.26007,11.48991,10.96452,5.976761,4.796737,5.662735,5.968794,6.214796,6.003064,5.127676,4.943365,5.484416,7.224847,5.3144,6.293994,6.012496,5.155717,5.214135,6.371774,5.43866,5.392969,4.8372,4.291606,5.597716,6.165066,6.53276,4.961168,5.07438,5.057442,4.189289,5.160728,5.317165,5.905053,6.151109,4.644101,5.747109,5.353752,5.233739,5.717047,5.562359,5.392032,5.379742,4.907508,4.993652,5.053559,5.685645,4.885452,10.23514,9.778211,9.8481,9.9792,9.606458,9.745715,9.7621,8.061355,8.586381,8.557879,9.765612,9.986259,10.28717,9.735989,9.663778,9.924655,9.836571,10.07479,8.930141,10.04229,10.02533,10.32331,9.20959,10.07779,9.751117,10.09801,10.06083,10.13254,9.734488,9.79949,10.26898,9.813817,8.540564,10.45846,9.901337,10.14427,9.602779,10.412,10.44899,10.55566,10.25938,10.25963,10.15166,10.13686
hsa-miR-325,3.251972,3.502259,3.552458,3.509379,2.985257,3.396147,3.750116,3.512071,2.796354,2.179998,3.927603,3.724861,3.885963,3.103167,3.948368,3.250489,2.956259,3.619948,3.35864,3.363285,4.041735,3.46142,3.561325,3.480845,3.651137,3.833749,2.674684,3.498023,3.527726,3.170194,3.957756,4.014319,3.984442,3.86384,4.056345,3.352094,3.357456,2.704875,3.470758,3.297652,3.373669,3.892996,3.88997,3.013922,3.87745,4.016747,3.644042,3.890574,3.561736,4.115536,3.752746,4.422754,3.693842,4.29647,3.833536,4.174341,3.084508,3.902538,3.622753,3.847786,3.639609,4.061231,4.259252,3.411138,4.213223,4.012957,4.01754,3.648552,4.298372,3.565091,4.173295,3.901383,4.480964,4.042161,3.917706,3.970624,3.717545,3.779748,4.11813,3.971229,3.968391,3.793031,4.116716,3.321066,3.951116,4.109527,3.705494,3.42445,3.65729,3.812664,3.745111,3.719223,3.875698,4.355491,3.402239,3.120121,3.317392,3.651616,3.603852,3.250643,3.653329,3.561926,3.455821,3.499301,3.621358,3.239741,3.436662,3.65844,3.905101,3.687078,3.289532,3.029496,3.861417,3.913904,3.575039,3.538533,3.545932,3.808975,3.800468,3.595909,3.67347,3.910073,3.594731,3.629493,3.339854,3.352153,3.713438,4.002365,3.8327,3.606618,2.45871,3.365241
hsa-miR-326,9.314965,8.274361,8.737546,8.432271,9.385546,9.847766,9.761623,9.999614,8.117323,8.658058,8.788873,9.695106,9.909852,9.158802,9.525782,8.975626,9.496767,8.741287,7.808918,9.275227,9.322803,9.456904,9.419326,9.151857,8.781836,9.168677,9.107191,8.600093,7.987367,8.261741,8.544649,8.256431,8.334344,8.857808,8.019025,8.536782,8.058576,8.337566,8.849557,9.20225,7.742968,9.057325,9.227221,8.8091,4.112794,3.728765,3.570026,3.587951,4.289181,4.355715,4.678978,3.894109,4.05072,3.58277,3.889501,4.071273,4.499277,4.155769,4.759471,4.139606,4.768639,3.638409,4.362175,3.410892,3.733016,4.164827,4.382185,4.251571,4.046302,4.486155,4.22093,4.351987,4.517036,4.854086,4.884742,3.915761,3.567448,3.72475,4.334013,3.857305,3.118711,4.124293,4.531153,3.962404,4.531764,3.649312,4.735028,3.789513,7.719551,6.328956,8.014178,7.02615,6.454002,7.162968,7.662752,7.590707,8.048486,7.740168,8.399831,7.63685,8.774734,7.886187,7.503429,8.176975,7.944509,7.845802,7.55019,7.724297,7.540161,7.666124,6.581512,7.884266,7.761768,7.844146,8.008567,7.047293,7.805101,7.363633,8.264901,7.780698,7.154901,8.209045,8.06391,7.800075,7.135063,8.106588,7.718768,8.58133,7.820525,7.732833,7.515031,7.536885
hsa-miR-328,7.770838,6.826402,7.222192,8.053513,9.245485,7.792182,9.059046,8.837122,8.126539,9.247023,8.78054,9.060887,8.848368,8.712901,8.385417,8.506764,8.072383,9.209892,8.213461,8.702512,8.441545,8.664834,7.171327,8.412874,8.502831,8.308983,8.859207,7.952478,7.30511,8.225098,8.034667,7.864383,8.024102,8.076468,7.217262,7.770326,7.790027,7.185588,8.038213,8.351074,6.785151,8.280334,8.268688,7.78136,3.929523,4.945629,3.977978,3.77347,4.039588,4.05869,4.204357,4.499261,3.966735,4.076375,4.19796,3.850696,4.617309,4.539982,4.352877,4.061485,4.217902,4.188562,4.974432,3.929178,4.149686,3.916481,4.760652,3.829329,4.298372,4.831918,4.047756,5.187476,4.421592,4.597893,4.229312,4.737451,4.727625,3.777022,3.690316,3.966317,4.201387,4.60966,4.248548,4.085381,4.234447,3.809691,4.437652,3.559304,7.766613,6.656456,7.771499,7.407657,7.168811,7.15345,7.139179,7.670345,8.692111,7.835384,8.511845,7.824341,8.293209,7.413743,7.507008,8.01126,7.414437,7.578725,8.18014,7.297657,7.561643,7.446969,6.591429,7.235806,7.34437,7.324804,7.800429,7.075801,7.473596,7.081376,8.132657,6.939466,6.958051,7.70831,7.500202,7.79415,6.902647,7.582514,7.508527,7.895178,7.600463,7.51205,7.646054,7.42406
hsa-miR-329,6.416038,7.356464,6.801425,6.735496,8.311883,7.394047,7.536597,8.505592,6.103265,8.415517,6.519358,7.910505,8.31405,8.668333,8.394535,8.402569,7.888445,7.594981,7.54458,8.376118,8.574553,8.245377,6.230378,6.294166,8.3609,7.576517,8.873996,7.795134,9.182523,7.54613,8.278741,8.733292,9.25918,8.880592,7.404098,9.64089,7.944335,7.775411,8.968952,6.88347,3.473954,7.676478,7.599273,8.249755,4.479595,4.074347,3.779947,4.182228,3.741573,4.03394,3.752746,4.099267,4.187139,3.913882,3.889501,3.96339,3.96794,4.159896,4.193027,3.978909,4.174757,3.348005,4.185576,4.524096,3.733016,4.213398,4.471709,4.203591,5.456406,4.222119,3.952893,3.902115,4.178261,4.3121,4.276199,4.12718,4.22365,3.87856,4.254935,3.614658,4.201387,4.035191,4.462119,4.692437,4.27002,3.807288,3.865838,3.73423,4.713039,4.713208,5.956911,5.645619,4.984165,5.50423,5.969816,6.771069,7.013739,7.684262,8.123074,5.396726,7.027131,7.152786,4.951036,5.540089,6.048211,6.302279,6.925086,6.613847,6.787673,6.236345,5.753186,5.685841,6.985518,6.358605,6.210547,5.810255,7.713593,6.493272,6.191935,7.067535,7.301098,7.55334,6.339474,6.208897,6.097069,6.523039,7.046061,5.111887,4.206578,5.540246,5.825068,5.021803
hsa-miR-32,3.916013,4.007402,4.81258,4.139149,4.128409,4.201659,4.675443,3.72709,5.228528,4.55948,4.732176,4.381958,4.778195,4.269191,3.79084,4.602345,4.481365,4.092325,4.50729,3.88475,4.176118,4.660829,4.84645,3.957632,3.836642,3.654136,4.061493,3.433201,3.278839,3.776058,4.746826,4.479381,2.63866,4.334914,4.173883,3.154886,4.439044,3.882523,3.957059,5.063929,3.364411,4.018617,4.341364,3.721604,4.909345,5.011575,5.371173,5.673744,4.479171,5.02071,3.752746,6.290558,5.733035,5.52156,5.425469,4.987219,5.528737,4.420413,3.945755,4.347239,3.934657,5.609197,3.977086,5.151811,4.461183,3.848155,4.725035,4.796661,5.132355,4.3882,5.006321,4.952222,5.119496,4.455128,4.126047,4.192688,4.659213,4.474561,4.575271,4.527448,4.154575,4.299113,4.343767,3.850398,4.167866,4.152559,4.602013,4.246051,3.657982,4.679504,4.812461,4.431973,4.570487,4.11192,4.039723,4.116999,4.631148,4.281435,3.401905,4.031575,4.1479,3.678082,4.252964,3.898676,4.632061,3.998091,4.47699,4.493054,4.034934,4.30564,3.982469,4.424881,4.240807,4.090086,4.249372,5.020373,3.879567,4.690156,3.641541,4.610562,3.773683,4.042843,3.99655,4.337801,3.682828,4.320053,3.653214,4.139383,3.52103,5.009938,4.531509,4.560163
hsa-miR-330-3p,9.967304,9.00951,9.232184,9.51677,10.27361,10.01038,10.44612,10.03144,9.374157,10.21021,9.721566,10.27962,10.24069,10.07162,10.02027,9.745907,9.901629,10.34018,9.372244,9.623155,9.652774,10.00812,8.984709,9.128575,9.326185,9.209538,9.957664,9.051046,9.160674,9.197206,9.378628,9.01783,9.625718,9.251772,9.717772,9.052139,9.60672,8.544131,9.658265,10.04875,8.287905,9.846619,9.855754,9.449799,3.924906,4.363819,4.496112,4.527915,4.263125,4.271927,4.770235,4.255162,4.356771,5.231165,4.601144,6.002745,4.758251,5.794308,5.077746,5.178678,4.633544,4.894357,4.878959,4.193909,4.904278,4.494011,6.142258,4.82412,4.984516,5.341231,4.388859,4.109598,4.745702,3.961444,4.689122,4.661227,4.727625,5.089305,4.737238,4.276156,4.803826,4.575062,4.112216,5.344659,4.732063,4.458892,4.469594,4.949725,8.943984,8.465322,8.829623,8.573753,8.292242,8.177951,8.568871,8.613059,9.779596,9.150086,9.178118,8.98582,9.458763,8.738314,9.057178,8.626106,8.555713,8.907092,9.604362,8.400249,8.381058,8.552331,7.782903,8.599306,8.514735,8.546186,8.897998,8.555694,8.423938,8.730196,9.172117,8.585575,8.434731,8.783933,8.96027,9.114327,8.507766,8.834454,9.318489,9.313416,8.858843,8.985478,8.819099,8.805236
hsa-miR-330-5p,6.844665,5.473534,6.25312,5.695624,6.489289,6.427145,7.104208,6.419229,5.257851,5.133024,4.959781,6.496731,7.25588,6.722481,6.438916,5.933014,6.86363,5.843109,5.331181,6.184684,6.168543,6.478283,5.396388,6.337936,5.976009,5.840703,6.454531,5.620082,5.896156,5.667227,6.03234,5.992383,4.810223,5.844094,3.501042,5.897178,4.715021,5.43827,6.407135,5.837934,3.761178,6.57199,6.60348,5.933846,4.018521,4.218293,3.490274,3.886755,4.171299,3.832149,4.183781,4.099267,4.004309,3.964382,3.51778,4.323718,4.279873,3.906243,4.191246,3.758325,3.87222,4.031161,3.742089,3.25134,3.684377,3.323355,3.916025,3.44449,4.342729,3.496815,3.349543,4.869402,3.771935,3.683895,4.224422,4.385548,4.215304,3.827883,4.045443,3.799049,4.241957,4.084853,4.158805,3.968681,4.030935,4.28241,3.826485,3.492087,5.663069,6.14238,4.841228,5.601233,4.953954,5.605649,5.910701,5.863084,5.095831,5.689586,5.756567,5.463879,5.823094,5.885387,5.597785,4.856475,5.093364,5.096774,5.227773,5.354282,5.227935,5.756343,5.401396,5.132065,5.563327,5.77978,5.419368,4.968739,4.774442,5.803376,6.093833,5.405584,5.149632,5.69777,6.035095,5.871262,6.019565,5.482594,5.449198,6.040541,4.872828,5.940109,5.269592,5.385398
hsa-miR-331-3p,10.73156,9.929671,10.0634,9.541528,10.61219,10.23099,10.98986,10.2089,9.277449,10.23256,10.02988,10.99941,10.86318,10.47091,10.33334,10.18183,10.21641,10.03949,9.268401,10.37274,10.43981,10.29555,10.42582,10.66188,10.17482,10.30341,10.55102,9.971225,10.16171,10.08988,10.01123,9.778831,9.803874,10.06603,10.04017,10.30357,10.24282,9.991948,10.23807,10.63294,10.01908,10.53841,10.4361,10.57995,4.157148,4.120791,4.927568,3.886755,4.661303,5.23029,5.432379,4.445229,4.672409,4.378326,4.584892,4.855476,4.604666,4.677454,5.094144,5.178678,4.268935,4.016623,4.555145,5.585817,4.457302,4.346809,4.210998,4.222741,4.261227,4.084143,4.461929,4.527948,4.677554,4.757288,4.521796,3.536364,4.63294,3.937397,4.247714,4.523633,4.327185,4.535646,4.42179,3.905733,4.978641,4.801574,4.652991,4.541756,8.977518,8.607162,9.084924,8.335083,7.973737,8.985639,9.454322,8.911202,9.511149,9.103804,9.444148,8.569756,9.482046,8.913325,8.824153,8.978744,9.223094,8.930794,9.201255,8.937547,9.024137,8.740512,8.289375,9.146289,8.993514,9.250474,9.078767,8.809713,9.299771,9.032748,9.436395,8.881583,8.89019,9.257221,9.458683,9.172663,9.161287,9.109609,9.325619,9.765966,9.071278,8.997017,9.142857,9.164598
