ID,AR-30,AR-33,AR-41,AR-43,AR-44,AR-46,AR-50,AR-52,AR-57,AR-58,AR-84,AR-85,AR-86,AR-87,N-18,N-20,N-27,N-31,N-37,N-45,N-48,N-49,N-51,N-53,N-54,N-55,N-56,N-64,N-65,N-92,CTL01_LVntr_1,CTL24_HPntr_1,PMC01_PCntr_1,RBC01_PCntr_1,HUV01_PCntr_1
hsa-miR-660,747,0,733,695,3,11,3255,4425,1601,0,6834,32295,3480,9104,79,2317,0,845,2879,54,377,6763,403,522,3256,0,0,5,647,5,464,103,276,120,126
hsa-miR-660*,6,0,33,63,0,0,622,0,8,0,233,600,254,0,5,0,0,15,11,10,0,0,0,0,0,0,0,0,0,0,3,4,7,5,3
hsa-miR-665,0,0,7,18,0,0,0,1,2,0,0,150,0,289,0,0,0,37,36,7,0,0,0,0,0,0,0,0,0,5,21,11,5,0,168
hsa-miR-665*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
hsa-miR-668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0
hsa-miR-668*,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-670*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-671,132,267,175,61,0,22,874,245,0,0,298,1607,284,0,24,0,0,52,31,38,0,567,0,273,1622,1,0,581,465,217,26,4,5,1,458
hsa-miR-671*,55,0,77,62,0,0,2,0,0,0,0,1422,0,466,30,0,0,171,108,38,0,115,0,1,0,0,0,0,0,0,5,12,56,0,13
hsa-miR-675,194,0,5,5,0,0,0,0,0,0,0,1495,0,268,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,57,23,0,0,0
hsa-miR-675*,47,0,3,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0
hsa-miR-676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,2,2,0,0
hsa-miR-676*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1
hsa-miR-7(3),61,3,348,714,0,33,6,228,1206,3,1406,5078,6,3780,15,597,0,306,260,23,0,1190,0,9,885,6,0,0,522,209,217,73,662,947,3948
hsa-miR-7-1*,6,1,66,28,0,0,724,0,0,0,586,552,272,0,20,0,0,125,167,20,0,286,0,599,0,0,0,0,0,0,40,6,145,9,25
hsa-miR-7-2*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-7-3*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-708,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,6,0,0,248,10,3,0,2
hsa-miR-708*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,1
hsa-miR-744,766,1,943,1073,373,0,5660,7744,5710,1,2386,56416,3307,3997,487,767,0,4663,2671,854,4546,3848,553,2851,4619,3,0,1,1585,1932,251,80,144,26,271
hsa-miR-744*,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,3,0,0,0,284,5,0,0,0,0,0,7,3,17,0,4
hsa-miR-758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,8,6,0,0,0,0,0,0,0,0,0,0,11,3,53,0,52
hsa-miR-758*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
hsa-miR-760,463,591,245,198,0,325,0,2529,1357,460,2377,3927,2726,2343,298,1336,0,354,354,150,1476,2559,342,2173,4262,2022,1067,1315,334,2972,149,67,33,0,122
hsa-miR-760*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-766,34,0,187,94,0,0,549,852,304,0,474,3618,529,525,92,0,0,289,191,106,0,0,0,0,0,0,0,0,0,0,3,2,63,1,22
hsa-miR-766*,0,0,33,17,0,0,0,0,0,0,0,887,0,0,0,0,0,2,14,18,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2
hsa-miR-767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-767*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-769,930,275,897,493,2,21,1603,1949,1065,0,1047,14469,1005,2234,56,896,0,579,1073,138,779,1699,482,4978,8324,0,573,476,3061,4028,141,40,195,6,421
hsa-miR-769*,14,0,11,3,0,0,0,0,4,0,0,0,1,0,6,0,0,5,26,0,0,0,0,497,440,0,0,0,0,0,3,3,3,0,10
hsa-miR-770-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-770-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0
hsa-miR-873,19,0,94,5,0,0,539,0,0,0,0,1,422,0,0,0,0,51,31,7,0,0,0,0,0,0,0,0,434,0,2,3,54,0,1
hsa-miR-873*,0,0,23,0,0,0,0,0,0,0,0,517,0,0,0,0,0,21,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-874,1566,967,1059,185,0,16,3097,1377,628,0,1701,20064,6042,5413,309,196,0,447,489,444,1,3954,1835,1591,1623,0,0,0,945,1002,283,15,46,1,350
hsa-miR-874*,0,0,7,0,0,0,0,0,0,0,0,540,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,43,2,8,0,16
hsa-miR-875-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-875-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-876-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
hsa-miR-876-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
hsa-miR-885,2907,1307,791,45,277,20,9751,2967,1,0,8042,17261,2644,16312,68,0,0,67,105,17,0,1085,676,0,262,22,0,0,0,0,2,168,1,0,0
hsa-miR-885*,894,120,492,5,1,7,4117,2,0,0,2131,7566,2192,3027,0,0,0,10,5,1,0,1455,413,0,1,0,0,0,0,0,0,24,0,0,0
hsa-miR-887,27,0,16,5,0,5,0,0,0,0,269,0,0,0,9,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,57,2,0,0,238
hsa-miR-887*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3
hsa-miR-888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-888*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-889,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,796,33,13,393,0,170
hsa-miR-889*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-890-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-890-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-891a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-891a*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-891b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-891b*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-892a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-892a*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-892b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-892b*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-9(3),182,0,3,0,2,0,0,1725,0,0,579,573,0,15,0,0,0,0,18,9,0,134,0,8,18,0,5,0,0,12,537,121,62,0,2
hsa-miR-9*(3),20,0,0,0,0,0,0,0,0,0,0,0,0,758,0,0,0,5,3,0,0,0,0,0,0,0,11,0,0,15,49,2,3,1,5
hsa-miR-92a(2),193519,20161,120198,220101,6151,1824,541800,1106562,253552,64021,1083550,3891032,306741,1855561,244632,445306,349,334599,543627,55384,175994,1260228,518540,361221,348077,219,671,86307,252670,122530,2096,3068,10827,13879,3509
hsa-miR-92a-1*,0,0,32,0,0,0,0,0,602,0,0,0,172,0,3,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,2,3,5,0,12
hsa-miR-92a-2*,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-92b,178,69,240,302,4,4,54,521,41,421,72,3511,660,2816,347,1229,0,655,879,73,228,1236,446,1615,668,0,0,5,819,540,41,6,34,12,124
hsa-miR-92b*,0,0,6,0,0,0,0,0,0,0,0,0,0,555,16,0,0,21,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,1,14
hsa-miR-93,7462,3665,11846,19777,48,571,51567,86973,57229,4838,130435,366215,21050,222585,4955,87130,1,39799,67364,3625,24262,88213,7222,19288,72333,23,39,2611,28429,41841,2102,1511,6406,16123,6390
hsa-miR-93*,119,628,269,745,5,4,643,0,639,1,0,8345,0,1801,250,243,0,750,1146,251,651,1006,0,1400,2063,0,0,0,1067,377,43,9,53,47,43
hsa-miR-934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
hsa-miR-934*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-937,5,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
hsa-miR-937*,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hsa-miR-942,30,0,74,160,0,0,0,0,0,0,0,3266,0,2972,0,0,0,133,395,8,0,0,0,519,456,0,0,0,546,0,5,1,40,8,19
hsa-miR-942*,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,7
hsa-miR-944,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
hsa-miR-944*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-95,37,0,39,8,0,0,0,0,0,0,0,0,0,796,3,366,0,8,84,0,93,7,0,0,260,0,0,0,567,0,637,60,83,0,13
hsa-miR-95*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-96,25,0,45,260,1,9,0,0,0,0,0,1764,0,1505,8,1445,0,226,208,12,0,1187,0,0,0,0,0,0,612,0,28,10,26,568,0
hsa-miR-96*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
hsa-miR-98,44,1,50,77,2,8,9,356,335,258,646,4736,2,52,2,582,0,150,254,9,180,720,0,2,447,0,0,0,3,292,1405,295,1967,290,1594
hsa-miR-98*,0,0,0,0,0,0,1,244,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,43,1,72,1,35
hsa-miR-99a,34565,5927,12693,1163,52,416,70321,32567,3556,573,35426,189255,88541,126502,579,3155,0,2493,3000,2214,8336,39384,7156,3370,2201,48,621,12,1121,1996,16963,6488,262,15,2119
hsa-miR-99a*,64,0,3,0,231,0,506,0,0,0,525,1956,477,399,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,74,16,0,0,13
hsa-miR-99b,1603,432,857,561,31,30,1292,4737,1655,0,2832,15081,963,3487,689,1794,0,1969,1617,1022,3168,2519,802,1325,569,9,13,3,1481,725,3312,322,186,0,1501
hsa-miR-99b*,81,0,55,36,0,0,1,543,575,7,0,1417,0,566,49,1,0,82,77,19,263,278,0,0,0,0,0,0,0,0,65,12,13,0,120
